name,path,activity,type,bodyPart,description,thumbnailUrl
2023 sid0012,8513304/día 2/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 xl009,8513304/día 2/2023_xl009.mp4,Abducción de pierna derecha tumbado,strength,"""Abductor","""Abductor, Glúteos""",
2023 xl009m,8513304/día 2/2023_xl009m.mp4,Abducción de cadera izquierda tumbado,strength,"""Abductor","""Abductor, Glúteos""",
2023 xl023,8513304/día 2/2023_xl023.mp4,Hip thrust sin peso,strength,"""Glúteos","""Glúteos, Corvas""",
2023 cm002,8514898/día 1/2023_cm002.mp4,"""Entrenador elíptico","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,8514898/día 1/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gb002,8514898/día 1/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 gi001,8514898/día 1/2023_gi001.mp4,Maquina de biceps predicador,strength,Bíceps,Bíceps,
2023 gs001,8514898/día 1/2023_gs001.mp4,Máquina de press de hombros,strength,Hombros,Hombros,
2023 herman006,8514898/día 1/2023_herman006.mp4,Curl de bíceps inclinado - Mancuernas,strength,Bíceps,Bíceps,
2023 id0254,8514898/día 1/2023_id0254.mp4,Jalón dorsal agarre supino,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 kettler057,8514898/día 1/2023_kettler057.mp4,Remo - Entrenador en suspensión,strength,"""Zona cervical","""Zona cervical, Bíceps, Dorsales, Hombros parte trasera""",
2023 oa016,8514898/día 1/2023_oa016.mp4,Curl de bíceps de pie - EZ bar,strength,Bíceps,Bíceps,
2023 sid0022,8514898/día 1/2023_sid0022.mp4,Jalones en maquina,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 cm005,8514898/día 2/2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gl001,8514898/día 2/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gl003,8514898/día 2/2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor,Abductor,
2023 gl006,8514898/día 2/2023_gl006.mp4,Curl femoral sentado,strength,Corvas,Corvas,
2023 id0106,8514898/día 2/2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas, Zona lumbar""",
2023 id2645,8514898/día 2/2023_id2645.mp4,Skipping - Bosu,strength,"""Sistema cardiovascular","""Sistema cardiovascular, Gemelos, Cuádriceps, Oblicuos, Corvas, Glúteos""",
2023 oa052,8514898/día 2/2023_oa052.mp4,Bicicleta estática,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 oa100,8514898/día 2/2023_oa100.mp4,Press de hombros sentado - Mancuernas,strength,Hombros,Hombros,
2023 sid0012,8514898/día 2/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 bc001,8514898/día 3/2023_bc001.mp4,Press de banca - Barra,strength,"""Pecho","""Pecho, Tríceps, Hombros parte delantera""",
2023 cm005,8514898/día 3/2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 dc001,8514898/día 3/2023_dc001.mp4,Aperturas - Mancuernas,strength,Pecho,Pecho,
2023 gc003,8514898/día 3/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gt001,8514898/día 3/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 id1659,8514898/día 3/2023_id1659.mp4,Hand walk - Bosu,strength,"""Pecho","""Pecho, Brazos""",
2023 oa047,8514898/día 3/2023_oa047.mp4,Fondos de tríceps - Caja,strength,Tríceps,Tríceps,
2023 sid0292,8514898/día 3/2023_sid0292.mp4,Crunch - Bosu,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm002,8522747/Plan unique/2023_cm002.mp4,"""Entrenador elíptico","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,8522747/Plan unique/2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gc003,8522747/Plan unique/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gt001,8522747/Plan unique/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 id0402,8522747/Plan unique/2023_id0402.mp4,Crunch invertido con piernas dobladas,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,8522747/Plan unique/images/2581744612.png
2023 impact043,8522747/Plan unique/2023_impact043.mp4,Plancha,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 oa041,8522747/Plan unique/2023_oa041.mp4,Curl de bíceps - Polea,strength,Bíceps,Bíceps,
2023 sid0002,8522747/Plan unique/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 sid0022,8522747/Plan unique/2023_sid0022.mp4,Jalones en maquina,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 xa002,8522747/Plan unique/2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa032,8522747/Plan unique/2023_xa032.mp4,Bicicleta (sentado),strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xs001,8522747/Plan unique/2023_xs001.mp4,Postura de la montaña y estiramiento,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm005,8532058/día 1/2023_cm005.mp4,Cinta de correr,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gl001,8532058/día 1/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 id0106,8532058/día 1/2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas, Zona lumbar""",
2023 id0434,8532058/día 1/2023_id0434.mp4,Hip thrust alto - Barra,strength,"""Glúteos","""Glúteos, Cuádriceps, Zona lumbar""",
2023 id0475,8532058/día 1/2023_id0475.mp4,"""Crunch reverso en maquina","Silla de capitán""",strength,"strength,Todos los abdominales",8532058/día 1/images/2447324908.png
2023 id1315,8532058/día 1/2023_id1315.mp4,Burpee con salto,strength,"""Abdominales - Abdominales rectos","""Abdominales - Abdominales rectos, Cuádriceps, Glúteos, Corvas""",
2023 impact107,8532058/día 1/2023_impact107.mp4,Senadilla con press - Mancuernas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Hombros, Tríceps""",
2023 impact125,8532058/día 1/2023_impact125.mp4,Sentadilla búlgara,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 oa066,8532058/día 1/2023_oa066.mp4,Extension de columna alta,strength,"""Zona lumbar","""Zona lumbar, Glúteos, Corvas""",8532058/día 1/images/2447324893.png
2023 pl004,8532058/día 1/2023_pl004.mp4,Extension de cadera derecha de pie - Polea,strength,Glúteos,Glúteos,
2023 sid0005,8532058/día 1/2023_sid0005.mp4,Giro ruso,strength,Oblicuos,Oblicuos,
2023 sid0012,8532058/día 1/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 xa015,8532058/día 1/2023_xa015.mp4,Escalada,strength,"""Cuádriceps","""Cuádriceps, Abdominales - Abdominales rectos """,
2023 xa024,8532058/día 1/2023_xa024.mp4,Crunch en equilibrio con piernas rectas,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa032,8532058/día 1/2023_xa032.mp4,Bicicleta (sentado),strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 bb002,8532058/día 2/2023_bb002.mp4,Remo de pie - Barra,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 cm005,8532058/día 2/2023_cm005.mp4,Cinta de correr,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 ds003,8532058/día 2/2023_ds003.mp4,Press de hombros - Mancuernas,strength,Hombros,Hombros,
2023 equip007,8532058/día 2/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gs001,8532058/día 2/2023_gs001.mp4,Máquina de press de hombros,strength,Hombros,Hombros,
2023 impact107,8532058/día 2/2023_impact107.mp4,Senadilla con press - Mancuernas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Hombros, Tríceps""",
2023 impact125,8532058/día 2/2023_impact125.mp4,Sentadilla búlgara,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 ke001,8532058/día 2/2023_ke001.mp4,Peso muerto - Kettlebell,strength,"""Zona lumbar","""Zona lumbar, Glúteos, Corvas, Piernas""",
2023 cm001,8584334/día 1/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,8584334/día 1/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gl001,8584334/día 1/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gl003,8584334/día 1/2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor,Abductor,
2023 gt001,8584334/día 1/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 id0106,8584334/día 1/2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas, Zona lumbar""",
2023 id0439,8584334/día 1/2023_id0439.mp4,"""Split squat","right - Bosu""",strength,"strength,""Cuádriceps, Glúteos """,
2023 oa031,8584334/día 1/2023_oa031.mp4,Curl martillo,strength,Bíceps,Bíceps,
2023 oa041,8584334/día 1/2023_oa041.mp4,Curl de bíceps - Polea,strength,Bíceps,Bíceps,
2023 sid0012,8584334/día 1/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 sid0161,8584334/día 1/2023_sid0161.mp4,Press de banca neutra inclinado - Mancuernas,strength,"""Pecho superior","""Pecho superior, Tríceps, Hombros parte delantera, Pecho""",
2023 xa015,8584334/día 1/2023_xa015.mp4,Escalada,strength,"""Cuádriceps","""Cuádriceps, Abdominales - Abdominales rectos """,
2023 xa023,8584334/día 1/2023_xa023.mp4,Crunch tocando los dedos de los pies,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa032,8584334/día 1/2023_xa032.mp4,Bicicleta (sentado),strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm001,8584334/día 2/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,8584334/día 2/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gb002,8584334/día 2/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 id0254,8584334/día 2/2023_id0254.mp4,Jalón dorsal agarre supino,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 id1714,8584334/día 2/2023_id1714.mp4,Crossover - Polea,strength,"""Pecho inferior","""Pecho inferior, Dorsales, Hombros parte delantera""",8584334/día 2/images/2471074578.png
2023 id2645,8584334/día 2/2023_id2645.mp4,Skipping - Bosu,strength,"""Sistema cardiovascular","""Sistema cardiovascular, Gemelos, Cuádriceps, Oblicuos, Corvas, Glúteos""",
2023 oa024,8584334/día 2/2023_oa024.mp4,Remo al cuello - Barra,strength,"""Hombros parte central","""Hombros parte central, Zona cervical, Hombros parte delantera, Bíceps""",
2023 oa040,8584334/día 2/2023_oa040.mp4,Press de banca inclinado máquina de Smith,strength,"""Pecho superior","""Pecho superior, Pecho, Tríceps, Hombros parte delantera""",
2023 sid0002,8584334/día 2/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 xa015,8584334/día 2/2023_xa015.mp4,Escalada,strength,"""Cuádriceps","""Cuádriceps, Abdominales - Abdominales rectos """,
2023 xa023,8584334/día 2/2023_xa023.mp4,Crunch tocando los dedos de los pies,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa032,8584334/día 2/2023_xa032.mp4,Bicicleta (sentado),strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm001,8585226/día 1/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm002,8585226/día 1/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 equip007,8585226/día 1/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gt001,8585226/día 1/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 id0252,8585226/día 1/2023_id0252.mp4,Jalon dorsal agarre estrecho,strength,"""Dorsales","""Dorsales, Bíceps""",
2023 oa041,8585226/día 1/2023_oa041.mp4,Curl de bíceps - Polea,strength,Bíceps,Bíceps,
2023 oa050,8585226/día 1/2023_oa050.mp4,Extension de columna baja,strength,"""Zona lumbar","""Zona lumbar, Corvas, Glúteos""",
2023 oa083m,8585226/día 1/2023_oa083m.mp4,Remos con mancuerna brazo derecho - Mancuernas,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 sid0002,8585226/día 1/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 sid0022,8585226/día 1/2023_sid0022.mp4,Jalones en maquina,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 cm001,8585226/día 2/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm002,8585226/día 2/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 dc001,8585226/día 2/2023_dc001.mp4,Aperturas - Mancuernas,strength,Pecho,Pecho,
2023 gc003,8585226/día 2/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gc004,8585226/día 2/2023_gc004.mp4,Press de banca Máquina de Smith,strength,"""Pecho","""Pecho, Tríceps, Hombros parte delantera""",
2023 gl001,8585226/día 2/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 kettler067,8585226/día 2/2023_kettler067.mp4,Press de banca,strength,"""Pecho","""Pecho, Tríceps""",
2023 sid0012,8585226/día 2/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 cm001,8682539/día 1/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm002,8682539/día 1/2023_cm002.mp4,"""Entrenador elíptico","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 equip007,8682539/día 1/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gc003,8682539/día 1/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gl001,8682539/día 1/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gl003,8682539/día 1/2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor,Abductor,
2023 id0242,8682539/día 1/2023_id0242.mp4,Horizontal row narrow grip,strength,"""Zona cervical","""Zona cervical, Bíceps, Dorsales, Hombros parte trasera""",
2023 sid0012,8682539/día 1/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 sid0022,8682539/día 1/2023_sid0022.mp4,Jalones en maquina,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 cm001,8682539/día 2/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm002,8682539/día 2/2023_cm002.mp4,"""Entrenador elíptico","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 equip007,8682539/día 2/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gc003,8682539/día 2/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gl001,8682539/día 2/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gl003,8682539/día 2/2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor,Abductor,
2023 id0242,8682539/día 2/2023_id0242.mp4,Horizontal row narrow grip,strength,"""Zona cervical","""Zona cervical, Bíceps, Dorsales, Hombros parte trasera""",
2023 sid0012,8682539/día 2/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 sid0022,8682539/día 2/2023_sid0022.mp4,Jalones en maquina,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 cm002,8785564/día 1/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,8785564/día 1/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 dc001,8785564/día 1/2023_dc001.mp4,Aperturas - Mancuernas,strength,Pecho,Pecho,
2023 ds001,8785564/día 1/2023_ds001.mp4,Elevaciones laterales de pie - mancuernas,strength,Hombros,Hombros,
2023 gl001,8785564/día 1/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gl003,8785564/día 1/2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor,Abductor,
2023 id2627,8785564/día 1/2023_id2627.mp4,Reverse crunch far - FB,strength,"""Abdominales - Abdominales rectos","""Abdominales - Abdominales rectos, Abductor """,8785564/día 1/images/2564412184.png
2023 id4174,8785564/día 1/2023_id4174.mp4,Hip abduction - MRB,strength,"""Abductor","""Abductor, Glúteos """,
2023 ke001,8785564/día 1/2023_ke001.mp4,Peso muerto - Kettlebell,strength,"""Zona lumbar","""Zona lumbar, Glúteos, Corvas, Piernas""",
2023 sid0012,8785564/día 1/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 xa002,8785564/día 1/2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa015,8785564/día 1/2023_xa015.mp4,Escalada,strength,"""Cuádriceps","""Cuádriceps, Abdominales - Abdominales rectos """,
2023 xl023,8785564/día 1/2023_xl023.mp4,Hip thrust sin peso,strength,"""Glúteos","""Glúteos, Corvas""",
2023 cm002,8785564/día 2/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,8785564/día 2/2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 cw003,8785564/día 2/2023_cw003.mp4,Saltos de tijera,strength,Sistema cardiovascular,Sistema cardiovascular,
2023 db008,8785564/día 2/2023_db008.mp4,Remo con mancuernas - Mancuernas,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 equip007,8785564/día 2/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gb002,8785564/día 2/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 id2625,8785564/día 2/2023_id2625.mp4,"""Ballast knee up","right - FB""",strength,"strength,""Oblicuos, Abdominales - Abdominales rectos, Cuádriceps, Hombros parte delantera, Corvas, Glúteos, Hombros parte central, Tríceps""",8785564/día 2/images/2564412199.png
2023 id2625m,8785564/día 2/2023_id2625m.mp4,"""Ballast knee up","left - FB""",strength,"strength,""Oblicuos, Abdominales - Abdominales rectos, Cuádriceps, Hombros parte delantera, Corvas, Glúteos, Hombros parte central, Tríceps""",
2023 id2645,8785564/día 2/2023_id2645.mp4,Skipping - Bosu,strength,"""Sistema cardiovascular","""Sistema cardiovascular, Gemelos, Cuádriceps, Oblicuos, Corvas, Glúteos""",
2023 oa031,8785564/día 2/2023_oa031.mp4,Curl martillo,strength,Bíceps,Bíceps,
2023 oa041,8785564/día 2/2023_oa041.mp4,Curl de bíceps - Polea,strength,Bíceps,Bíceps,
2023 oa047,8785564/día 2/2023_oa047.mp4,Fondos de tríceps - Caja,strength,Tríceps,Tríceps,
2023 oa093,8785564/día 2/2023_oa093.mp4,Extensión de tríceps tumbado - Mancuernas,strength,Tríceps,Tríceps,
2023 sid0002,8785564/día 2/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 xa015,8785564/día 2/2023_xa015.mp4,Escalada,strength,"""Cuádriceps","""Cuádriceps, Abdominales - Abdominales rectos """,
2023 xa023,8785564/día 2/2023_xa023.mp4,Crunch tocando los dedos de los pies,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm002,8842043/día 1/2023_cm002.mp4,"""Entrenador elíptico","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,8842043/día 1/2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gc003,8842043/día 1/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gt001,8842043/día 1/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 id0402,8842043/día 1/2023_id0402.mp4,Crunch invertido con piernas dobladas,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 impact043,8842043/día 1/2023_impact043.mp4,Plancha,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 oa041,8842043/día 1/2023_oa041.mp4,Curl de bíceps - Polea,strength,Bíceps,Bíceps,
2023 sid0002,8842043/día 1/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 sid0022,8842043/día 1/2023_sid0022.mp4,Jalones en maquina,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 xa002,8842043/día 1/2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa032,8842043/día 1/2023_xa032.mp4,Bicicleta (sentado),strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xs001,8842043/día 1/2023_xs001.mp4,Postura de la montaña y estiramiento,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm001,8842043/día 2/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm002,8842043/día 2/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 gl001,8842043/día 2/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gl003,8842043/día 2/2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor,Abductor,
2023 id0106,8842043/día 2/2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas, Zona lumbar""",
2023 impact043,8842043/día 2/2023_impact043.mp4,Plancha,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 impact124,8842043/día 2/2023_impact124.mp4,Sentadilla búlgara,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",8842043/día 2/images/2593149823.png
2023 ke001,8842043/día 2/2023_ke001.mp4,Peso muerto - Kettlebell,strength,"""Zona lumbar","""Zona lumbar, Glúteos, Corvas, Piernas""",8842043/día 2/images/2593149824.png
2023 sid0012,8842043/día 2/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 xa023,8842043/día 2/2023_xa023.mp4,Crunch tocando los dedos de los pies,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,8842043/día 2/images/2593149829.png
2023 xa032,8842043/día 2/2023_xa032.mp4,Bicicleta (sentado),strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm002,8850581/día 1/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 gl001,8850581/día 1/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 id0433,8850581/día 1/2023_id0433.mp4,Hip thrust alto,strength,"""Glúteos","""Glúteos, Cuádriceps, Zona lumbar""",8850581/día 1/images/2597767551.png
2023 impact121a,8850581/día 1/2023_impact121a.mp4,Zancada lateral tipo Goblet alternando - Mancuerna,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",8850581/día 1/images/2597767545.png
2023 ke001,8850581/día 1/2023_ke001.mp4,Peso muerto - Kettlebell,strength,"""Zona lumbar","""Zona lumbar, Glúteos, Corvas, Piernas""",
2023 ke012,8850581/día 1/2023_ke012.mp4,Balanceo - Kettlebell,strength,"""Hombros","""Hombros, Cuádriceps, Glúteos, Zona lumbar, Todos los abdominales""",
2023 oa045,8850581/día 1/2023_oa045.mp4,Abdominales con los brazos estirados,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,8850581/día 1/images/2597767542.png
2023 pl004,8850581/día 1/2023_pl004.mp4,Extension de cadera derecha de pie - Polea,strength,Glúteos,Glúteos,
2023 xa002,8850581/día 1/2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa024,8850581/día 1/2023_xa024.mp4,Crunch en equilibrio con piernas rectas,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xl040,8850581/día 1/2023_xl040.mp4,Extension de cadera,strength,"""Glúteos","""Glúteos, Corvas""",8850581/día 1/images/2597767547.png
2023 xz001,8850581/día 1/2023_xz001.mp4,Crunch en equilibrio con piernas dobladas,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm005,8850581/día 2/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gt001,8850581/día 2/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 id0394,8850581/día 2/2023_id0394.mp4,Pullover - Mancuerna,strength,Pecho superior,Pecho superior,8850581/día 2/images/2597767570.png
2023 impact081,8850581/día 2/2023_impact081.mp4,Plancha con desplazamiento,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,8850581/día 2/images/2597767573.png
